claim_id,patent_application_id,cited_document_id,text,text_b,label,_date,_row_id,_component_id,_supercomponent_id,_priority_component_id
156733_0,EP3061409A1,EP2510891,The surgical apparatus of Claim 15 wherein the means for preventing the insertion of a charged removable battery pack comprises a latch that when actuated prevents the removal of a discharged removable battery pack from the handle module.,Another exemplary embodiment slows down one or more of the microcontrollers to conserve power when not in use.For example the clock frequencies of both microcontrollers can be reduced to save power.To maintain synchronized operation the microcontrollers coordinate the changing of their respective clock frequencies to occur at about the same time both the reduction and then the subsequent increase in frequency when full speed operation is required.For example when entering the idle mode the clock frequencies are decreased and when exiting the idle mode the frequencies are increased.,0,2016-08-31,pm_row_0012060,component_000617,supercomponent_000427,pc_3096e181f8d0
161266_1,EP3069664A1,EP2039308,The cartridge assembly of any preceding claim wherein each of the slots in the first row of slots is empty.,Anvil member 22 further includes a knife slot 62 passing between longitudinally extending pockets 52 and 54 similar to that of knife slot 32 described hereinabove with respect to staple cartridge 20.Anvil member 22 additionally includes a pair of longitudinal extending rows of staple clinching pockets 64 and 66 for clinching staples as they pass from staple cartridge 20 through tissue and into anvil member 22.,1,2016-09-21,pm_row_0012076,component_001072,supercomponent_000441,pc_290a4a0fbbac
146681_0,EP3001663A1,EP1613040,The wireless communication system of claim 2 wherein the slave device controller performs control to continuously transmit a capture signal to the master device that waits for reception at a reception timing of the second predetermined interval via the slave device wireless communicator for time longer than the second predetermined interval when the detected interrupt is an interrupt that requests signal transmission to the master device.,Also if there is an operation of any one of the keys constituting the operation unit or the like in the intermittent reception state in step S122 it is shifted to a process for repeating the transmission of a signal which asks for a response and an intermittent reception step S123.In a case when a connection is not completed even if it becomes this state it returns to an intermittent reception of an interval 2 when the period of the timer B1 which counts a predetermined period elapses step S122.,0,2016-03-30,pm_row_0012136,component_001094,supercomponent_000472,pc_107b0fa4cbf5
137033_0,EP3135222A1,EP2008595,The invention of any preceding claim wherein the at least two distinct heterogeneous fiber lattice sections includes a first fiber lattice section having fibers extending along a longitudinal axis of the adjunct material and a second fiber lattice section having fibers extending annularly around the longitudinal axis of the adjunct material the longitudinal axis of the adjunct material being substantially parallel to a longitudinal axis of the colon having the staples deployed therein and the adjunct material delivered thereto.,Where chopped fibers are used as the reinforcement member the chopped fibers may be oriented in any desired manner.For example the chopped fibers may be randomly oriented or may be oriented in a common direction.The chopped fibers can thus form a nonwoven material such as a mat or a felt.The chopped fibers may be joined together e.g.by heat fusing or they may be unattached to each other.The chopped fibers may be of any suitable length.For example the chopped may be from 0.1 mm to 100 mm in length in embodiments 0.4 mm to 50 mm in length.FIG.3D shows an illustrative embodiment wherein buttress 350 has chopped fibers 380 incorporated in nonporous layer 360 which can be applied to porous layer 370.,0,2017-03-01,pm_row_0012164,component_001213,supercomponent_000248,pc_60fd5eefefaa
145459_0,EP3040810A1,EP2629178,The device of claim 12 wherein the actuator is a Linear Resonant Actuator or an Eccentric Rotating Mass motor.,Electronic device manufacturers strive to produce a rich interface for users.Conventional devices use visual and auditory cues to provide feedback to a user.In some interface devices kinesthetic feedback such as active and resistive force feedback andor tactile feedback such as vibration texture and heat is also provided to the user more generally known collectively as haptic feedback or haptic effects.Haptic feedback can provide cues that enhance and simplify the user interface.Specifically vibration effects or vibrotactile haptic effects may be useful in providing cues to users of electronic devices to alert the user to specific events or provide realistic feedback to create greater sensory immersion within a simulated or virtual environment.,0,2016-07-06,pm_row_0012216,component_001031,supercomponent_000317,pc_92bbe0bad3c4
81718_1,EP2693676A1,EP1009184,The network of claim 10 wherein the uplink resource allocation information is transmitted with the negative acknowledgement NACK signal to the uplink data to the user equipment when the uplink resource allocation information is transmitted through the downlink control channel.,Then the base station searches a reception state of the random access received from the first and second mobile stations to detect a mobile ID of the received random access signal and then transmits access grant signals ACK to the mobile station having the mobile ID.That is when only the random access of the first mobile ID ID1 is received from the first mobile station the base station broadcasts the access grant signals ACK to the first mobile station having the first mobile ID ID1.Accordingly the first mobile station searches the access grant signals ACK which are broadcasted from the base station to receive the access grant signal ACK of its first mobile ID and then performs communication through a dedicated channel which is assigned by the base station to be contained in the access grant signal ACK.The second mobile station attempts at random access againusing another mobile ID or stops it after the lapse of a predetermined time of its inner timer because it did not receive the access grant signal ACK of its second mobile ID from the base station.,1,2014-02-05,pm_row_0012219,component_000357,supercomponent_001343,pc_6957646884b8
142743_0,EP3007419A1,EP2501114,Accessory interface circuit IF2 according to one of claims 8 to 12 configured todetect an actuation signal from the control means BTNS andto provide a button signal depending on the actuation signal to the host device HDEV via the first line LM.,There are many kinds of electronic devices for which audio accessories such as headsets may provide convenience to a user.Many users prefer headsets that are lightweight and that are relatively robust.A user may connect such a headset to the electronic device by inserting a plug on the headset into an audio jack on the electronic device.Once a proper connection is made between the jack and the plug the audio output to the speakers of the headset can be controlled by via controls on the electronic device or by controls on the headset accessory or both.Where there are controls on the headset there may be advantages to making the controls lightweight and robust.In some implementations these benefits may be realized is by making the controls on the headset comparatively simple such that the user may manipulate the controls on the headset to generate commands.The electronic device recognizes the commands andcarries them out.In other words the user issues commands to the electronic device through controls on the headset.,0,2016-04-13,pm_row_0012220,component_000953,supercomponent_000297,pc_e845a1d70baf
146689_1,EP3007419A1,EP2654168,Accessory interface circuit IF2 according to claim 11 configured todetect an actuation call signal from a control means BTNS of the accessory device ADEVto provide an accessory call signal depending on the actuation call signal to the host device HDEV via the first line LMto detect an uplink call signal received from the host device HDEV via the first line LM andto trigger the operation in the call mode when at least one of the uplink call signal and the actuation call signal is detected.,The host device 10 may be configured for example as a mobile phone a tablet PC or a multimedia player.The accessory device may be any accessory using a 3.5 mm jack interface.The accessory device 20 may be formed as a standard passive headset a standard active headset including a battery to supply power for operating the headset or as an intelligent accessory device for example an intelligent active headset a sensor hub a microphone array or a picoprojector.The intelligent accessory may communicate with the host device by exchanging communication data in the format of coded data words transferred as a bit stream.,1,2016-04-13,pm_row_0012233,component_000953,supercomponent_000297,pc_e845a1d70baf
81712_1,EP2693676A1,EP1009184,The user equipment of claim 4 wherein the uplink resource allocation information is received with the negative acknowledgement NACK signal to the uplink data from the network when the uplink resource allocation information is received through the downlink control channel.,However the conventional method for realizing contention resolution in the mobile communication system unnecessarily consumes electric power deteriorates the performance of the system or generates interference when contention resolution due to attempt at random access of the same mobile ID occurs because the base station receives random access signal and transmits the access grant message in case that a plurality of mobile stations try the random access with the same mobile ID that has identical or different physical parameters.,1,2014-02-05,pm_row_0012259,component_000357,supercomponent_001343,pc_6957646884b8
169017_1,EP3010081A1,EP2733785,The mobile device as claimed in claim 1 further comprising a display device a system end comprising a system end upper cover and a system end lower cover and a hinge coupled between the display device and the system end wherein the antenna system is disposed adjacent to the hinge and substantially parallel to the system end upper cover.,It should be noted that the first portion 131 and the second portion 132 of the isolation element 13 can capture a coupling current between the first antenna 11 and thesecond antenna 12.Besides by coupling effect between the second end 133 and the second end 134 the first portion 131 and the second portion 132 can be regarded as extensions of the ground element 14.Moreover the first portion 131 and the second portion 132 are respectively equivalent to a resonator rather than a radiator when they are respectively at resonance.Thus when the isolation between the first antenna 11 and the second antenna 12 is improved by disposing the isolation element 13 the original radiation efficiency of the first antenna 11 and the second antenna 12 is maintained.,1,2016-04-20,pm_row_0012325,component_000958,supercomponent_000495,pc_4702451400e8
156727_0,EP3061409A1,EP2510891,The surgical apparatus of Claim 4 wherein the performance parameter comprises a performance parameter of the rotary drive system.,b.Intelligent Battery,0,2016-08-31,pm_row_0012328,component_000617,supercomponent_000427,pc_3096e181f8d0
135897_0,EP3133675A1,EP2660896,The secondary battery of any of the preceding claims wherein the first terminal plate 111 and the cap plate 100 are electrically connected to each other through the third surface 1123 of the current limiting plate 112.,Therefore a secondary battery according to claim 1 is provided.,0,2017-02-22,pm_row_0012371,component_001211,supercomponent_000234,pc_a8e5f796d82c
57077_0,EP2693676A1,EP1545040,The user equipment of claim 4 wherein the downlink control channel for receiving the uplink resource allocation information is different from a downlink control channel for receiving a negative acknowledgement NACK signal to the uplink data from the network.,Upon receiving a negative acknowledgement at the user equipment the retransmission data packet for the erroneous data packet is transmitted after a predefined time span i.e.at a predetermined point in time relative to the reception time of the negative acknowledgement.In Fig.11 data transmission in the time and rate controlled scheduling mode with synchronous retransmissions employing EDCH is shown.Retransmissions may be sent after a predefined time upon having received the negative acknowledgement which is in the figure denoted as Tsync.The user equipment does not need to transmit a scheduling request for the retransmission nor does it have to monitor the scheduling related control channel for a scheduling assignment message transmitted from the Node B.,0,2014-02-05,pm_row_0012409,component_000357,supercomponent_001343,pc_6957646884b8
140774_1,EP3133675A1,EP2860786,A secondary battery comprising an electrode assembly 150 a cap plate 100 a first terminal plate 111 electrically connected to the electrode assembly 150 the first terminal plate 111 being on the cap plate 100 and a current limiting plate 112 between the first terminal plate 111 and the cap plate 100 the current limiting plate 112 comprising a first surface 1121 accommodated in a first accommodation portion G1 of the first terminal plate 111 a second surface 1122 accommodated in a second accommodation portion G2 of the cap plate 100 and a third surface 1123 extending between the first and second surfaces 1121 1122 wherein a first portion of the third surface 1123 is accommodated in the first accommodation portion G1 and wherein a second portion of the third surface 1123 is accommodated in the second accommodation portion G2.,FIG.7A is a plan view showing one of the variable plates 12 in the secondary battery 100 according to still another embodiment of the present invention FIG.7B is a sectional view of variable plates 13 14 and 15 according to still another embodiment of the present invention and FIG.7C is a sectional view of variable plates 13 14 and 15 according to still another embodiment of the present invention.,1,2017-02-22,pm_row_0012421,component_001211,supercomponent_000234,pc_a8e5f796d82c
4163_1,EP2521392A1,EP1863303,The computer program of claim 8 wherein the computer program is a computer program product comprising a computerreadable medium bearing computer program code embodied therein for use with a computer.,The reserved spectrum preset for the RAT or the spectrum allocation probabilities preset for each RAT is determined according to a spectrum outage probability andor total revenue obtained from the coexisting RAT.,1,2012-11-07,pm_row_0012435,component_000075,supercomponent_000250,pc_f84ac3d19a4d
133396_1,EP3101916A1,EP2688314,A method for manufacturing a shell for a hearing device the method comprisingforming a shell body having an inner surface wherein forming the shell body comprises forming a guide structure on the inner surface wherein the guide structure comprises at least one guide member including a first guide member in the inner surface wherein the shell body extends from a first end to a second end the shell body comprising a rim defining an opening at the second end wherein the guide structure is for guiding an antenna and wherein at least a part of the first guide member extends along the inner surface substantially at an angle in a range between 45 degrees and 135 degrees to a rim plane normal.,FIGS.4A4B illustrate hearing assistance devices including antenna channels in the housing according to various embodiments of the present subject matter.,1,2016-12-07,pm_row_0012500,component_001136,supercomponent_000211,pc_87aef9379c24
56196_0,EP2689975A1,EP2374923,A fabric for an airbag comprising interwoven sets of warp and weft yarns wherein the yarns of one of the sets of yarns are tapelike having a widthdepth ratio of at least 1.5 and the yarns of the other set of yarns are not tapelike and have a widthdepth ratio less than 1.5.,It is proposed that in variants of the method described above moisture andor further heat may be applied to the fabric during the calendering step.For example it is proposed that either one or both of the calender rolls may be heated so as to apply heat the fabric simultaneously with the high pressure.Moisture may also be applied to the fabric at this time for example in the form of steam.,0,2014-01-29,pm_row_0012522,component_000347,supercomponent_001102,pc_bfa9f8dd1544
134056_0,EP3124218A1,EP2868465,Monolithic primary structural part for aircraft made of carbon fiber composite material and glass fiber composite material characterized in that it is covered completely by at least one glass fiber ply on its external face over multiple carbon fiber plies.,Another option being the preferred option is to place the strip 2 during tape laying.The strip 2 is placed in the portion of the laminate 4 which will be on the visible face of the end of the web of the stringer 7 after shaping.If the moveable tool 3 moves downward during shaping the strip 2 is placed on the first layer of the tape laying at the end of the laminate 4 that is held by the two portions of the moveable tool 3 whereas if the moveable tool 3 moves upward during shaping said strip 2 is placed on the last layer of the laminate 4 also at the end that is held by the two portions of the moveable tool 3.,0,2017-02-01,pm_row_0012567,component_001190,supercomponent_000215,pc_9d48508f7c2b
159091_0,EP3069664A1,EP2586379,The cartridge assembly of any preceding claim wherein each of the slots in the first row of slots is empty.,Referring to FIGS.1A and 1B end effector 100 includes an anvil assembly 110 a housing 200 a cartridge assembly 300 an elongate member 400 and a drive member 500.Anvil assembly 110 includes fastener deforming depressions 112 FIG.19 for deforming fasteners to secure tissue T.,0,2016-09-21,pm_row_0012576,component_001072,supercomponent_000441,pc_290a4a0fbbac
57087_0,EP2693676A1,EP1545040,The network of claim 10 wherein the uplink resource allocation information is transmitted with the negative acknowledgement NACK signal to the uplink data to the user equipment when the uplink resource allocation information is transmitted through the downlink control channel.,Another problem which may exits if retransmissions are scheduled is that retransmissions are not necessarily prioritized.Instead of assigning resources for pending retransmissions a Node B scheduler could allow other user equipments to send initial transmissions of data packets.Hence data pending for retransmission suffer from an increased delay.This problem could even become more severe in case not only the pending retransmissions are affected by this increased delay.The end user performance could for example be affected if retransmissions are delayed as shown in the following.,0,2014-02-05,pm_row_0012652,component_000357,supercomponent_001343,pc_6957646884b8
141769_1,EP3136686A1,EP1233570,The method of claim 1 wherein the proximate wireless communications device 110 is a wireless device that is within communication proximity of the shortrange wireless portion 220 of the wireless communications device 102.,The service communications device 211 e.g.the Bluetooth unit 104a at the service access point 104 shown in fig.1 may comprise components similar to the user communications device a Bluetooth transceiver 216 a processing unit 214 including a RAM 214a a memory 215 with a ROM section 215a and an EPROMEEPROM section 215b.,1,2017-03-01,pm_row_0012654,component_001219,supercomponent_000250,pc_f84ac3d19a4d
57080_0,EP2693676A1,EP1557968,A method for a network to receive uplink data from a user equipment using a Hybrid Automatic Repeat Request HARQ scheme in a mobile communication system the method comprising transmitting uplink resource allocation information to the user equipment and receiving the uplink data from the user equipment transmitted using the uplink resource allocation information based on the HARQ scheme wherein transmitting the uplink resource allocation information to the user equipment comprises transmitting the uplink resource allocation information through a random access response message of a random access procedure and transmitting the uplink resource allocation information through a downlink control channel.,In Fig.12 an example for the signaling of NACKS and the corresponding UE behavior and Node B behavior is shown.After the decoding of Data packet 1 has failed the Node B signals a NACKS to the UE.The Scheduling Assignment message for the retransmission is signaled on the Grant Channel which is one example for a scheduling related control channel.The variable Tsched denotes the processing time of the scheduler.,0,2014-02-05,pm_row_0012659,component_000357,supercomponent_001343,pc_6957646884b8
168354_0,EP3009082A1,EP2039308,The surgical stapling apparatus of any of Claims 1 to 10 wherein said layer comprises a buttress material.,It is also contemplated that one treatment material could be provided in the cartridge and a different treatment material could be provided in the anvil.Alternatively adjacent pockets in the anvil andor in the cartridge can be formed of different material.These different materials could also be synergistic materials such that they remain separated until supplied to the tissue when they interact on contact.,0,2016-04-20,pm_row_0012665,component_001072,supercomponent_000441,pc_290a4a0fbbac
141133_1,EP3136371A1,EP2801963,The air vehicle navigation method according to claim 1 wherein activation of a trigger establishes the end of validity of the instruction to which the trigger is associated and the start of validity of an instruction in a thread immediately following the trigger wherein activation of the trigger is subjected to a fulfillment of a condition specified by the trigger andor to the activation of another trigger associated to another instruction in any thread.,The fully closed aircraft intent description 114 output by the intent generation infrastructure 103 may then be used as an input to a trajectory computation infrastructure 110.The trajectory computation infrastructure 110 calculates an unambiguous trajectory 122 using the fully closed aircraft intent 114 and other inputs that are required to solve the equations of motion of the aircraft.,1,2017-03-01,pm_row_0012669,component_001217,supercomponent_000239,pc_33fd0562cfb7
81710_1,EP2693676A1,EP1009184,The method of claim 1 wherein the downlink control channel for receiving the uplink resource allocation information is different from a downlink control channel for receiving a negative acknowledgement NACK signal to the uplink data from the network.,Accordingly the present invention is directed to a method for realizing contention resolution in a mobile communication system that substantially obviates one or more of the problems due to limitations and disadvantages of the related art.,1,2014-02-05,pm_row_0012742,component_000357,supercomponent_001343,pc_6957646884b8
136199_0,EP3136371A1,EP2685440,The air vehicle navigation method according to claim 1 wherein at least one thread comprises instructions to univocally define aircrafts motion in a horizontal plane.,Figures 3a to 3c show how aircraft intent may be visualised.In this example an aircraft is considered to be defined by six degrees of freedom three of which relate to degrees of freedom of aircraft motion and three of which relate to degrees of freedom of aircraft configuration.For example one degree may relate to horizontal motion and one degree might relate to landing gear configuration.The six degrees are shown as six threads thread 1 to thread 6 that extend throughout the time of the trajectory being considered.The time elapsed through the trajectory is shown from left to right in Figures 3a to 3c with the start and end times indicated.,0,2017-03-01,pm_row_0012814,component_001217,supercomponent_000239,pc_33fd0562cfb7
100681_1,EP2947637A1,EP2685440,The computerimplemented method of predicting with high accuracy a descent trajectory of any of the preceding claims wherein the input data comprises at least one of the following datasetsan Aircraft Performance Model APM 121 which is a representation of the performace of the considered aircrafta lateral profile 122 which represents the projection of the trajectory into the ground surface by a function of the longitude coordinates and the latitude coordinates and their evolution with the timea vertical profile 123 which represents the projection of the trajectory into a planer ortogonal to the ground surface by a function of the evolution of the altitude with the time anda function of the aircraft speed 124 with the time selected from True Airspeed TAS Mach number M and Calibrated Airspeed CAS said that True Airspeed TAS Mach number M and Calibrated Airspeed CAS can be directly obtained from the historical flight recorded data or calculated from them.,At 540 the computer system generates a set of initial candidate aircraft intents that might describe the trajectory 410 flown by the aircraft 400.This initial population of aircraft intents is generated randomly as is described in more detail below.,1,2015-11-25,pm_row_0012816,component_001217,supercomponent_000239,pc_33fd0562cfb7
2993_0,EP2521392A1,EP2083591,An apparatus comprising means for allocating available resources for a wireless network served by an apparatus the served wireless network requesting resources the allocation of available resources including allocation for each of one or more wireless networks neighboring the served wireless network and means for determining whether the served wireless network and each of the one or more neighboring wireless networks has at least one of resources corresponding with the requested resources or a fair portion of available resources to operate based on analyzingresource allocations for the served wireless network and each of the one or more neighboring wireless networks.,In the first arrangement the method may comprise periodically effecting instances of the spectrum assignment process in accordance with a time period determined in dependence on the network conditions.The period may be set in dependence on traffic patterns and the gains might be achieved from longterm spectrum assignment.In anexample an operator is located within the business district of a city and another operator is located within the surrounding suburbs.During work hours people commute to the city centre.In this case the suburban operator may shift some of its spectrum resources to the city centre operator.In the afternoon the opposite transfer may take place as much of spectrum is needed in the suburbs by families children back from school and professionals surfing the internet.In this case a period of a couple of hours may be a suitable period for LT spectrum assignment.Thus there may be provided a periodic trigger for the LT spectrum assignment process.By periodically it may be meant that each instance of the spectrum assignment process is effected following the elapse of a time interval from the previous instance the time interval being fixed or variable.I.e.the spectrum assignment process may be effected repeatedly from time to time at particular moments in time.,0,2012-11-07,pm_row_0012853,component_000075,supercomponent_000250,pc_f84ac3d19a4d
43148_0,EP2887192A1,EP2175343,The device according to Claim 3 wherein the arrangement of icons corresponds to the selected interface and the circuitry is configured to display the arrangement of icons within the selected interface based on the determined tilt angle.,If the device 201 is in either of the front up FIG.8E or back up FIG.8F device orientations the input plane of the touchscreen display 210 is in the horizontal plane and there is no effective mechanism to unambiguously select a screen orientation for the GUI.As a result when the device 201 is in either in the front up or back up device orientation the screen orientation for the device orientation is typically a previous screen orientation stored in the memory of the device 201 for example in a runtime memory used by the user interface module 226.The previous screen orientation corresponds to the screen orientation whenthe device 201 was last in one of the top up bottom up left up and right up device orientations.,0,2015-06-24,pm_row_0012891,component_000709,supercomponent_000971,pc_16ca89e8ca66
115085_1,EP2905000A1,EP2532329,An apparatus according to any of the previous claims comprising a second adhesive applicator 158 downstream from the depositing point.,As described above the supporting sheet 200 may be transferred to said second moving endless surface 30 such that it forms undulations and crests.Then when the supporting sheet 200 is removed from said second moving endless surface the supporting sheet 200 is pulled substantially flat resulting in an absorbent structure with substantially longitudinally extending strips that correspond to the crests of said material that comprise substantially no absorbent material.,1,2015-08-12,pm_row_0012924,component_000740,supercomponent_001370,pc_3fc1ec3ca0c9
146686_1,EP3007419A1,EP2654168,Accessory interface circuit IF2 according to claim 8 configured togenerate an identification signal to be transmitted to the host device HDEV via the first line LM when the accessory device ADEV is connected to the host device HDEVto detect an answer signal being received from the host device HDEV via the first line LM in response to the identification signal andto determine if the host device HDEV is capable of providing a power supply for operating the active device AUD based on the answer signal.,If the accessory device 20 is detected as a standard accessory device no power or simple bias power is provided by the host device 10 and supplied to the accessory device 20.If it has been detected that the accessory device is an intelligent accessory device the electrical power transmitting controller device 100 validates that the accessory device 20 is capable of accepting electrical power from the host device to be operated.If the accessory device is arranged to be supplied with electrical power to be operated from the host device the electrical power transmitting device 100 provides electrical power to the electrical power receiving controller device 200 of the accessory device 20.The electrical power transmitting controller device 100 is arranged to find out a level of supply current or supply voltage which is necessary to operate the accessory device 20.A voltagecurrent regulatorgenerator of the electrical power transmitting controller device 100 then generates the identified level of the supply current or supply voltage and provides the electrical power to the power delivering terminal IO100.The power is then transferred to the accessory device 20 via the auxiliary pole AUX of the 3.5 mm jack interface.,1,2016-04-13,pm_row_0012984,component_000953,supercomponent_000297,pc_e845a1d70baf
70647_0,EP2947637A1,EP2667273,The computerimplemented method of predicting with high accuracy a descent trajectory of any of the preceding claims wherein each computed trajectory is stored in the database in conjunction with the airline name the APM used for computation the description of the intended descent procedure with the final values of the identified parameters and the considered weather conditions.,The intent generation engine 104 may use these restrictions to augment the flight intent.For example additional flight segments may be created corresponding to the segments between the waypoints to be followed.Moreover parametric intent may be created where the altitude ranges at each waypoint are defined without a specific altitude being provided.Objectives may be used to specify altitudes to be met as follows.,0,2015-11-25,pm_row_0012996,component_001217,supercomponent_000239,pc_33fd0562cfb7
141763_1,EP3136686A1,EP1233570,A method for setting up a local service session in a shortrange wireless communication network comprising sending by a wireless communications device 102 through a longrange wireless portion 222 a request for preconfiguration information over a longrange network 104 to a remote destination 112 the preconfiguration information enabling establishment of the local service session with a proximate wireless communications device 110 receiving by the wireless communications device 102 through the longrange wireless portion 222 from the remote destination 112 the requested preconfiguration information wherein the requested preconfiguration information includes one or more security keys for performing an authentication process with the proximate wireless communications device 110 over shortrange wireless communication performing by the wireless communications device 102 through a shortrange wireless portion 220 the authentication process for establishing the local service session with the proximate wireless communications device 110 over the shortrange wireless communication using the received one or more security keys and establishing by the wireless communications device 102 through the shortrange wireless portion 220 the local service session with the proximate wireless communications device 110 over the shortrange wireless communications after the authentication process.,Fig.1 illustrates as an example of an application of the invention the use of a Bluetooth mobile phone for public transport ticketing.,1,2017-03-01,pm_row_0012998,component_001219,supercomponent_000250,pc_f84ac3d19a4d
135891_0,EP3133675A1,EP2660896,The secondary battery of any of the preceding claims wherein the first accommodation portion G1 surrounds a periphery along which the first and third surfaces 1121 1123 of the current limiting plate 112 meet and wherein the second accommodation portion G2 surrounds a periphery along which the second and third surfaces 1122 1123 of the current limiting plate 112 meet.,The described technology has been made in an effort to provide a rechargeable battery including a structure that can minimize the amount of a discharged current returning to the rechargeable battery by permeation of a conductive foreign material.,0,2017-02-22,pm_row_0013009,component_001211,supercomponent_000234,pc_a8e5f796d82c
157439_1,EP3096006A1,EP2469081,The control system 26 of any of claims 9 to 13 wherein the threshold noise level is determined by one or more regulations of the community.,Fig.6 is a flow diagram of an exemplary method 500 of optimizing an operation of a first wind turbine such as wind turbine 100 shown in Fig.1.In the exemplary embodiment method 500 is substantially similar to method 400 shown in Fig.5 and similar steps of method 500 are labeled with the same reference numerals as the steps of method 400.As such method 500 includes steps 402 404 406 408 and 410 as described more fully with respect to Fig.5.,1,2016-11-23,pm_row_0013013,component_001125,supercomponent_000393,pc_511289043c35
70643_0,EP2947637A1,EP2667273,The computerimplemented method of predicting with high accuracy a descent trajectory of claim 11 wherein the speed reduction in case of idle rating 240 is defined by an aircraft intent description comprising a first 530 and a second 540 longitudinal thread defining the vertical profile which can be described by means of the AIDL as followsthe first longitudinal thread 530 is described by a SpeedLaw CAS SLCAS instruction which ends at a floating trigger defined by 250kn of CAS followed by a HoldSpeed CAS HSCAS instruction which ends at a floating trigger defined by of 1000ft of pressure altitude at which leveloff segment ends andsimultaneously the second longitudinal thread 540 is defined by a ThrottleLaw instruction with the specifier low idle TLLIDL whose end trigger is linked to the end trigger of the first longitudinal thread.,In order to provide a complete aircraft intent the intent generation engine 104 may augment this basic flight intent with information retrieved from the operational context model 106 describing a STAR procedure to be followed when approaching the airport.For example intent generation engine 104 may establish the wind direction determine the direction for a headwind approach to the runway 820 and retrieve the STAR procedure for such a landing for aircraft arriving at waypoint ALPHA.,0,2015-11-25,pm_row_0013054,component_001217,supercomponent_000239,pc_33fd0562cfb7
115082_1,EP2905000A1,EP2532329,An apparatus according to any of the preceding claims whereby the feeder 156 comprises a reservoir 25 formed by a multitude of cavities 22 andor grooves.,The present invention provides an apparatus 1 for making an absorbent structure comprising a supporting sheet 200 and thereon an absorbent layer with a longitudinal dimensional and transverse dimension and a height dimension said absorbent layer comprising an absorbent material 100 with therein one or more channels that are substantially free of absorbent material said apparatus 1 havinga a feeder 60 for feeding said absorbent material 100 to a first moving endless surface b a transfer means for transferring a supporting sheet 200 to a second moving endless surface c a first moving endless surface 20 having one or more absorbent layerforming reservoirs 25 with a longitudinal dimension and averaged length a perpendicular transverse dimension and average width and perpendicular to both a depth dimension and average depth and a void volume for receiving said absorbent material 100 therein said reservoirs comprising one or more substantially longitudinally extending raised strips 21 not having a void volume and hence not receiving said absorbent material 100 therein each having an average width W of at least 5 of the average width of the reservoir 25in some embodiments preferably at least 5 mm and an average length L of at least 5 and at the most 80 of the average longitudinal dimension of the reservoir said reservoirs being for transferring said absorbent material 100 to said second moving endless surface 30 adjacent and in proximity theretod said second moving endless surface 30 having an outer shell that has one or more air permeable or partially air permeable receptacles 33 for receiving said supporting sheet 200 thereon or therein and said receptacle 33 having one or more substantially longitudinally extending substantially mating strips 31 having each an average width W of from 0.5 x W to 1.2 x W preferably at least 2.5 mm preferably having an average length L being from about 0.8 x L to 1.2 x L provided at the most 90 of the longitudinal dimension of the reservoirwhereby said outer shell is preferably connected to one or more secondary vacuum systems for facilitating retention of said supporting sheet 200 andor said absorbent material 100 thereon and whereby in a meeting point said first moving endless surface 20 and said outer shell andor second moving endless surface 30 are adjacent to one another and in close proximity of one another during transfer of said absorbent material 100 and whereby each mating strip 31 is adjacent and in close proximity to a raised strip 21 during transfer of said absorbent material.,1,2015-08-12,pm_row_0013066,component_000740,supercomponent_001370,pc_3fc1ec3ca0c9
136189_0,EP3136371A1,EP2685440,An air vehicle navigation method via a common runtime aircraft intent data structure the method comprising the following steps a establishing initial conditions for an air vehicle flight b establishing flight constraints c editing by means of a common runtime aircraft intent data structure an aircraft trajectory based on the initial conditions and flight constraints and d flying the air vehicle according to the edited aircraft trajectory wherein the step of editing an aircraft trajectory by means of a common runtime aircraft intent data structure comprises i determining a number of degrees of freedom for flying the air vehicle ii establishing as many trajectory threads 302 402 304 404 306 406 308 408 as degrees of freedom wherein each thread comprises a series of instruction nodes 302a 302b 402a 402b 304a 304c 306a 406a 306c 406c comprising instructions which univocally define how to fly the air vehicle according to a degree of freedom iii determining for each thread the instructions satisfying the flight constraints iv determining the validity of each instruction in each thread wherein the validity refers to any combination of one or more of at least a.a specific period of time b.a value or range of values concerning a flight variable andc.a validity of another instruction of either the same or another thread v establishing a trigger node 302a 402a 302b 402b 304a 304c 306a 406a 306c 406c comprising a trigger associated to each instruction node in each thread wherein each trigger determines the end of validity of the instruction to which it is associated and the start of validity of the next instruction within the thread and vi sequencing the instructions and associated triggers in each thread so that when flying the air vehicle according to the instructions in their specified sequence the air vehicle satisfies all the flight constraints at every stage throughout the flight.,The horizontal profile 410a comprises three sections of constant heading divided by two left turns shown at 411 and 412.The vertical profile 410b comprises an initial constant rate of descent 413 followed by a phase of maintaining altitude 414 and then a phase of maintaining a constant rate of descent 415.The phase of flight where altitude is held 414 begins shortly before turn 412 is started and ends shortly after turn 412 is completed.These changes in motion lead to the following segments in the aircraft intent.Segment a starts with the start of the trajectory and requires a heading and a constant rate of descent to be maintained.Segment b is triggered by a change to turn to a new heading instruction the start of the turn marking the start of segment b and the end of the turn marking the end of segment b.Segment c sees heading and rate of descent maintained.Segment d is triggered by an instruction to maintain altitude.Segment e corresponds to the instruction to change heading while the maintainaltitude instruction remains in force.Segment f sees an instruction to maintain the new heading while still maintaining altitude which ends when the new maintain a constant rate of descent instruction triggers segment g.,0,2017-03-01,pm_row_0013071,component_001217,supercomponent_000239,pc_33fd0562cfb7
